"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"51567","Zbtb43","ENSMUSG00000026788","protein_coding","protein_coding",FALSE
"51568","Zbtb44","ENSMUSG00000047412","protein_coding","protein_coding",FALSE
"51569","Zbtb45","ENSMUSG00000049600","protein_coding","protein_coding",FALSE
"51570","Zbtb46","ENSMUSG00000027583","protein_coding","protein_coding",FALSE
"51571","Zbtb48","ENSMUSG00000028952","protein_coding","protein_coding",FALSE
"51572","Zbtb49","ENSMUSG00000029127","protein_coding","protein_coding",FALSE
"51573","Zbtb5","ENSMUSG00000049657","protein_coding","protein_coding",FALSE
"51574","Zbtb6","ENSMUSG00000066798","protein_coding","protein_coding",FALSE
"51575","Zbtb7a","ENSMUSG00000035011","protein_coding","protein_coding",FALSE
"51576","Zbtb7b","ENSMUSG00000028042","protein_coding","protein_coding",FALSE
"51577","Zbtb7c","ENSMUSG00000044646","protein_coding","protein_coding",FALSE
"51578","Zbtb8a","ENSMUSG00000028807","protein_coding","protein_coding",FALSE
"51579","Zbtb8b","ENSMUSG00000048485","protein_coding","protein_coding",FALSE
"51580","Zbtb8os","ENSMUSG00000057572","protein_coding","protein_coding",FALSE
"51581","Zbtb9","ENSMUSG00000079605","protein_coding","protein_coding",FALSE
"51582","Zc2hc1a","ENSMUSG00000043542","protein_coding","protein_coding",FALSE
"51583","Zc2hc1b","ENSMUSG00000019815","protein_coding","protein_coding",FALSE
"51584","Zc2hc1c","ENSMUSG00000045064","protein_coding","protein_coding",FALSE
"51585","Zc3h10","ENSMUSG00000039810","protein_coding","protein_coding",FALSE
"51586","Zc3h11a","ENSMUSG00000102976","protein_coding","protein_coding",FALSE
"51587","Zc3h12a","ENSMUSG00000042677","protein_coding","protein_coding",FALSE
"51588","Zc3h12b","ENSMUSG00000035045","protein_coding","protein_coding",FALSE
"51589","Zc3h12c","ENSMUSG00000035164","protein_coding","protein_coding",FALSE
"51590","Zc3h12d","ENSMUSG00000039981","protein_coding","protein_coding",FALSE
"51591","Zc3h13","ENSMUSG00000022000","protein_coding","protein_coding",FALSE
"51592","Zc3h14","ENSMUSG00000021012","protein_coding","protein_coding",FALSE
"51593","Zc3h15","ENSMUSG00000027091","protein_coding","protein_coding",FALSE
"51594","Zc3h18","ENSMUSG00000017478","protein_coding","protein_coding",FALSE
"51595","Zc3h3","ENSMUSG00000075600","protein_coding","protein_coding",FALSE
"51596","Zc3h4","ENSMUSG00000059273","protein_coding","protein_coding",FALSE
"51597","Zc3h6","ENSMUSG00000042851","protein_coding","protein_coding",FALSE
"51598","Zc3h7a","ENSMUSG00000037965","protein_coding","protein_coding",FALSE
"51599","Zc3h7b","ENSMUSG00000022390","protein_coding","protein_coding",FALSE
"51600","Zc3h8","ENSMUSG00000027387","protein_coding","protein_coding",FALSE
"51601","Zc3hav1","ENSMUSG00000029826","protein_coding","protein_coding",FALSE
"51602","Zc3hav1l","ENSMUSG00000047749","protein_coding","protein_coding",FALSE
"51603","Zc3hc1","ENSMUSG00000039130","protein_coding","protein_coding",FALSE
"51604","Zc4h2","ENSMUSG00000035062","protein_coding","protein_coding",FALSE
"51605","Zcchc10","ENSMUSG00000018239","protein_coding","protein_coding",FALSE
"51606","Zcchc12","ENSMUSG00000036699","protein_coding","protein_coding",FALSE
"51607","Zcchc13","ENSMUSG00000031330","protein_coding","protein_coding",FALSE
"51608","Zcchc14","ENSMUSG00000061410","protein_coding","protein_coding",FALSE
"51609","Zcchc17","ENSMUSG00000028772","protein_coding","protein_coding",FALSE
"51610","Zcchc18","ENSMUSG00000031428","protein_coding","protein_coding",FALSE
"51611","Zcchc2","ENSMUSG00000038866","protein_coding","protein_coding",FALSE
"51612","Zcchc24","ENSMUSG00000055538","protein_coding","protein_coding",FALSE
"51613","Zcchc3","ENSMUSG00000074682","protein_coding","protein_coding",FALSE
"51614","Zcchc4","ENSMUSG00000029179","protein_coding","protein_coding",FALSE
"51615","Zcchc7","ENSMUSG00000035649","protein_coding","protein_coding",FALSE
"51616","Zcchc8","ENSMUSG00000029427","protein_coding","protein_coding",FALSE
"51617","Zcchc9","ENSMUSG00000021621","protein_coding","protein_coding",FALSE
"51618","Zcchc9-ps","ENSMUSG00000083274","processed_pseudogene","processed_pseudogene",FALSE
"51619","Zcrb1","ENSMUSG00000022635","protein_coding","protein_coding",FALSE
"51620","Zcwpw1","ENSMUSG00000037108","protein_coding","protein_coding",FALSE
"51621","Zcwpw2","ENSMUSG00000032443","protein_coding","protein_coding",FALSE
"51622","Zdbf2","ENSMUSG00000027520","protein_coding","protein_coding",FALSE
"51623","Zdhhc1","ENSMUSG00000039199","protein_coding","protein_coding",FALSE
"51624","Zdhhc11","ENSMUSG00000069189","protein_coding","protein_coding",FALSE
"51625","Zdhhc12","ENSMUSG00000015335","protein_coding","protein_coding",FALSE
"51626","Zdhhc13","ENSMUSG00000030471","protein_coding","protein_coding",FALSE
"51627","Zdhhc14","ENSMUSG00000034265","protein_coding","protein_coding",FALSE
"51628","Zdhhc15","ENSMUSG00000033906","protein_coding","protein_coding",FALSE
"51629","Zdhhc16","ENSMUSG00000025157","protein_coding","protein_coding",FALSE
"51630","Zdhhc17","ENSMUSG00000035798","protein_coding","protein_coding",FALSE
"51631","Zdhhc18","ENSMUSG00000037553","protein_coding","protein_coding",FALSE
"51632","Zdhhc19","ENSMUSG00000052363","protein_coding","protein_coding",FALSE
"51633","Zdhhc2","ENSMUSG00000039470","protein_coding","protein_coding",FALSE
"51634","Zdhhc20","ENSMUSG00000021969","protein_coding","protein_coding",FALSE
"51635","Zdhhc21","ENSMUSG00000028403","protein_coding","protein_coding",FALSE
"51636","Zdhhc22","ENSMUSG00000048483","protein_coding","protein_coding",FALSE
"51637","Zdhhc23","ENSMUSG00000036304","protein_coding","protein_coding",FALSE
"51638","Zdhhc24","ENSMUSG00000006463","protein_coding","protein_coding",FALSE
"51639","Zdhhc25","ENSMUSG00000054117","protein_coding","protein_coding",FALSE
"51640","Zdhhc3","ENSMUSG00000025786","protein_coding","protein_coding",FALSE
"51641","Zdhhc4","ENSMUSG00000001844","protein_coding","protein_coding",FALSE
"51642","Zdhhc5","ENSMUSG00000034075","protein_coding","protein_coding",FALSE
"51643","Zdhhc6","ENSMUSG00000024982","protein_coding","protein_coding",FALSE
"51644","Zdhhc7","ENSMUSG00000031823","protein_coding","protein_coding",FALSE
"51645","Zdhhc8","ENSMUSG00000060166","protein_coding","protein_coding",FALSE
"51646","Zdhhc9","ENSMUSG00000036985","protein_coding","protein_coding",FALSE
"51647","Zeb1","ENSMUSG00000024238","protein_coding","protein_coding",FALSE
"51648","Zeb2","ENSMUSG00000026872","protein_coding","protein_coding",FALSE
"51649","Zeb2os","ENSMUSG00000052248","lncRNA","lncRNA",FALSE
"51650","Zer1","ENSMUSG00000039686","protein_coding","protein_coding",FALSE
"51651","Zfa-ps","ENSMUSG00000049576","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"51652","Zfand1","ENSMUSG00000039795","protein_coding","protein_coding",FALSE
"51653","Zfand2a","ENSMUSG00000053581","protein_coding","protein_coding",FALSE
"51654","Zfand2b","ENSMUSG00000026197","protein_coding","protein_coding",FALSE
"51655","Zfand3","ENSMUSG00000044477","protein_coding","protein_coding",FALSE
"51656","Zfand4","ENSMUSG00000042213","protein_coding","protein_coding",FALSE
"51657","Zfand5","ENSMUSG00000024750","protein_coding","protein_coding",FALSE
"51658","Zfand6","ENSMUSG00000030629","protein_coding","protein_coding",FALSE
"51659","Zfas1","ENSMUSG00000074578","lncRNA","lncRNA",FALSE
"51660","Zfat","ENSMUSG00000022335","protein_coding","protein_coding",FALSE
"51661","Zfc3h1","ENSMUSG00000034163","protein_coding","protein_coding",FALSE
"51662","Zfhx2","ENSMUSG00000040721","protein_coding","protein_coding",FALSE
"51663","Zfhx2os","ENSMUSG00000093452","lncRNA","lncRNA",FALSE
"51664","Zfhx3","ENSMUSG00000038872","protein_coding","protein_coding",FALSE
"51665","Zfhx4","ENSMUSG00000025255","protein_coding","protein_coding",FALSE
"51666","Zfp-ps","ENSMUSG00000099055","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51667","Zfp1","ENSMUSG00000055835","protein_coding","protein_coding",FALSE
"51668","Zfp101","ENSMUSG00000055240","protein_coding","protein_coding",FALSE
"51669","Zfp105","ENSMUSG00000057895","protein_coding","protein_coding",FALSE
"51670","Zfp106","ENSMUSG00000027288","protein_coding","protein_coding",FALSE
"51671","Zfp108","ENSMUSG00000030486","protein_coding","protein_coding",FALSE
"51672","Zfp109","ENSMUSG00000074283","protein_coding","protein_coding",FALSE
"51673","Zfp11","ENSMUSG00000051034","protein_coding","protein_coding",FALSE
"51674","Zfp110","ENSMUSG00000058638","protein_coding","protein_coding",FALSE
"51675","Zfp111","ENSMUSG00000087598","protein_coding","protein_coding",FALSE
"51676","Zfp112","ENSMUSG00000052675","protein_coding","protein_coding",FALSE
"51677","Zfp113","ENSMUSG00000037007","protein_coding","protein_coding",FALSE
"51678","Zfp114","ENSMUSG00000068962","protein_coding","protein_coding",FALSE
"51679","Zfp119a","ENSMUSG00000057835","protein_coding","protein_coding",FALSE
"51680","Zfp119b","ENSMUSG00000062101","protein_coding","protein_coding",FALSE
"51681","Zfp12","ENSMUSG00000029587","protein_coding","protein_coding",FALSE
"51682","Zfp120","ENSMUSG00000068134","protein_coding","protein_coding",FALSE
"51683","Zfp125","ENSMUSG00000069755","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"51684","Zfp128","ENSMUSG00000060397","protein_coding","protein_coding",FALSE
"51685","Zfp13","ENSMUSG00000062012","protein_coding","protein_coding",FALSE
"51686","Zfp131","ENSMUSG00000094870","protein_coding","protein_coding",FALSE
"51687","Zfp133-ps","ENSMUSG00000083674","transcribed_unitary_pseudogene","transcribed_unitary_pseudogene",FALSE
"51688","Zfp14","ENSMUSG00000053985","protein_coding","protein_coding",FALSE
"51689","Zfp141","ENSMUSG00000092416","protein_coding","protein_coding",FALSE
"51690","Zfp142","ENSMUSG00000026135","protein_coding","protein_coding",FALSE
"51691","Zfp143","ENSMUSG00000061079","protein_coding","protein_coding",FALSE
"51692","Zfp146","ENSMUSG00000037029","protein_coding","protein_coding",FALSE
"51693","Zfp148","ENSMUSG00000022811","protein_coding","protein_coding",FALSE
"51694","Zfp148-ps1","ENSMUSG00000109601","processed_pseudogene","processed_pseudogene",FALSE
"51695","Zfp157","ENSMUSG00000036898","protein_coding","protein_coding",FALSE
"51696","Zfp160","ENSMUSG00000067942","protein_coding","protein_coding",FALSE
"51697","Zfp169","ENSMUSG00000050954","protein_coding","protein_coding",FALSE
"51698","Zfp174","ENSMUSG00000054939","protein_coding","protein_coding",FALSE
"51699","Zfp180","ENSMUSG00000057101","protein_coding","protein_coding",FALSE
"51700","Zfp182","ENSMUSG00000054737","protein_coding","protein_coding",FALSE
"51701","Zfp184","ENSMUSG00000006720","protein_coding","protein_coding",FALSE
"51702","Zfp185","ENSMUSG00000031351","protein_coding","protein_coding",FALSE
"51703","Zfp189","ENSMUSG00000039634","protein_coding","protein_coding",FALSE
"51704","Zfp2","ENSMUSG00000049321","protein_coding","protein_coding",FALSE
"51705","Zfp202","ENSMUSG00000025602","protein_coding","protein_coding",FALSE
"51706","Zfp207","ENSMUSG00000017421","protein_coding","protein_coding",FALSE
"51707","Zfp212","ENSMUSG00000052763","protein_coding","protein_coding",FALSE
"51708","Zfp213","ENSMUSG00000071256","protein_coding","protein_coding",FALSE
"51709","Zfp217","ENSMUSG00000052056","protein_coding","protein_coding",FALSE
"51710","Zfp219","ENSMUSG00000049295","protein_coding","protein_coding",FALSE
"51711","Zfp229","ENSMUSG00000061544","protein_coding","protein_coding",FALSE
"51712","Zfp235","ENSMUSG00000047603","protein_coding","protein_coding",FALSE
"51713","Zfp236","ENSMUSG00000041258","protein_coding","protein_coding",FALSE
"51714","Zfp239","ENSMUSG00000042097","protein_coding","protein_coding",FALSE
"51715","Zfp24","ENSMUSG00000051469","protein_coding","protein_coding",FALSE
"51716","Zfp248","ENSMUSG00000030145","protein_coding","protein_coding",FALSE
"51717","Zfp251","ENSMUSG00000022526","protein_coding","protein_coding",FALSE
"51718","Zfp26","ENSMUSG00000063108","protein_coding","protein_coding",FALSE
"51719","Zfp260","ENSMUSG00000049421","protein_coding","protein_coding",FALSE
"51720","Zfp263","ENSMUSG00000022529","protein_coding","protein_coding",FALSE
"51721","Zfp264","ENSMUSG00000109176","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"51722","Zfp266","ENSMUSG00000060510","protein_coding","protein_coding",FALSE
"51723","Zfp267","ENSMUSG00000033883","protein_coding","protein_coding",FALSE
"51724","Zfp268","ENSMUSG00000078502","protein_coding","protein_coding",FALSE
"51725","Zfp27","ENSMUSG00000062040","protein_coding","protein_coding",FALSE
"51726","Zfp273","ENSMUSG00000030446","protein_coding","protein_coding",FALSE
"51727","Zfp275","ENSMUSG00000031365","protein_coding","protein_coding",FALSE
"51728","Zfp276","ENSMUSG00000001065","protein_coding","protein_coding",FALSE
"51729","Zfp277","ENSMUSG00000055917","protein_coding","protein_coding",FALSE
"51730","Zfp28","ENSMUSG00000062861","protein_coding","protein_coding",FALSE
"51731","Zfp280b","ENSMUSG00000049764","protein_coding","protein_coding",FALSE
"51732","Zfp280c","ENSMUSG00000036916","protein_coding","protein_coding",FALSE
"51733","Zfp280d","ENSMUSG00000038535","protein_coding","protein_coding",FALSE
"51734","Zfp281","ENSMUSG00000041483","protein_coding","protein_coding",FALSE
"51735","Zfp282","ENSMUSG00000025821","protein_coding","protein_coding",FALSE
"51736","Zfp286","ENSMUSG00000047342","protein_coding","protein_coding",FALSE
"51737","Zfp286os","ENSMUSG00000086674","lncRNA","lncRNA",FALSE
"51738","Zfp287","ENSMUSG00000005267","protein_coding","protein_coding",FALSE
"51739","Zfp292","ENSMUSG00000039967","protein_coding","protein_coding",FALSE
"51740","Zfp296","ENSMUSG00000011267","protein_coding","protein_coding",FALSE
"51741","Zfp3","ENSMUSG00000043602","protein_coding","protein_coding",FALSE
"51742","Zfp30","ENSMUSG00000047473","protein_coding","protein_coding",FALSE
"51743","Zfp300","ENSMUSG00000031079","protein_coding","protein_coding",FALSE
"51744","Zfp316","ENSMUSG00000046658","protein_coding","protein_coding",FALSE
"51745","Zfp317","ENSMUSG00000057551","protein_coding","protein_coding",FALSE
"51746","Zfp318","ENSMUSG00000015597","protein_coding","protein_coding",FALSE
"51747","Zfp319","ENSMUSG00000046556","protein_coding","protein_coding",FALSE
"51748","Zfp322a","ENSMUSG00000046351","protein_coding","protein_coding",FALSE
"51749","Zfp324","ENSMUSG00000004500","protein_coding","protein_coding",FALSE
"51750","Zfp326","ENSMUSG00000029290","protein_coding","protein_coding",FALSE
"51751","Zfp329","ENSMUSG00000057894","protein_coding","protein_coding",FALSE
"51752","Zfp330","ENSMUSG00000031711","protein_coding","protein_coding",FALSE
"51753","Zfp334","ENSMUSG00000017667","protein_coding","protein_coding",FALSE
"51754","Zfp335","ENSMUSG00000039834","protein_coding","protein_coding",FALSE
"51755","Zfp335os","ENSMUSG00000085436","lncRNA","lncRNA",FALSE
"51756","Zfp341","ENSMUSG00000059842","protein_coding","protein_coding",FALSE
"51757","Zfp345","ENSMUSG00000074731","protein_coding","protein_coding",FALSE
"51758","Zfp346","ENSMUSG00000021481","protein_coding","protein_coding",FALSE
"51759","Zfp35","ENSMUSG00000063281","protein_coding","protein_coding",FALSE
"51760","Zfp352","ENSMUSG00000070902","protein_coding","protein_coding",FALSE
"51761","Zfp353-ps","ENSMUSG00000095057","processed_pseudogene","processed_pseudogene",FALSE
"51762","Zfp354a","ENSMUSG00000020364","protein_coding","protein_coding",FALSE
"51763","Zfp354b","ENSMUSG00000020335","protein_coding","protein_coding",FALSE
"51764","Zfp354c","ENSMUSG00000044807","protein_coding","protein_coding",FALSE
"51765","Zfp358","ENSMUSG00000047264","protein_coding","protein_coding",FALSE
"51766","Zfp36","ENSMUSG00000044786","protein_coding","protein_coding",FALSE
"51767","Zfp362","ENSMUSG00000028799","protein_coding","protein_coding",FALSE
"51768","Zfp365","ENSMUSG00000037855","protein_coding","protein_coding",FALSE
"51769","Zfp366","ENSMUSG00000050919","protein_coding","protein_coding",FALSE
"51770","Zfp367","ENSMUSG00000044934","protein_coding","protein_coding",FALSE
"51771","Zfp369","ENSMUSG00000021514","protein_coding","protein_coding",FALSE
"51772","Zfp36l1","ENSMUSG00000021127","protein_coding","protein_coding",FALSE
"51773","Zfp36l1-ps","ENSMUSG00000080942","processed_pseudogene","processed_pseudogene",FALSE
"51774","Zfp36l2","ENSMUSG00000045817","protein_coding","protein_coding",FALSE
"51775","Zfp36l3","ENSMUSG00000059334","protein_coding","protein_coding",FALSE
"51776","Zfp37","ENSMUSG00000028389","protein_coding","protein_coding",FALSE
"51777","Zfp382","ENSMUSG00000074220","protein_coding","protein_coding",FALSE
"51778","Zfp383","ENSMUSG00000099689","protein_coding","protein_coding",FALSE
"51779","Zfp384","ENSMUSG00000038346","protein_coding","protein_coding",FALSE
"51780","Zfp385a","ENSMUSG00000000552","protein_coding","protein_coding",FALSE
"51781","Zfp385b","ENSMUSG00000027016","protein_coding","protein_coding",FALSE
"51782","Zfp385c","ENSMUSG00000014198","protein_coding","protein_coding",FALSE
"51783","Zfp386","ENSMUSG00000042063","protein_coding","protein_coding",FALSE
"51784","Zfp389","ENSMUSG00000082396","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"51785","Zfp39","ENSMUSG00000037001","protein_coding","protein_coding",FALSE
"51786","Zfp395","ENSMUSG00000034522","protein_coding","protein_coding",FALSE
"51787","Zfp397","ENSMUSG00000024276","protein_coding","protein_coding",FALSE
"51788","Zfp398","ENSMUSG00000062519","protein_coding","protein_coding",FALSE
"51789","Zfp40","ENSMUSG00000002617","protein_coding","protein_coding",FALSE
"51790","Zfp407","ENSMUSG00000048410","protein_coding","protein_coding",FALSE
"51791","Zfp408","ENSMUSG00000075040","protein_coding","protein_coding",FALSE
"51792","Zfp41","ENSMUSG00000047003","protein_coding","protein_coding",FALSE
